stage,method,seed,status,path,timestamp
fedprox_natural,fedprox_mu_0p001,37,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p001_seed_37_rounds.csv,1777513149.71506
fedprox_natural,fedprox_mu_0p001,41,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p001_seed_41_rounds.csv,1777513172.0618281
fedprox_natural,fedprox_mu_0p001,43,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p001_seed_43_rounds.csv,1777513196.784724
fedprox_natural,fedprox_mu_0p001,47,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p001_seed_47_rounds.csv,1777513221.0051808
fedprox_natural,fedprox_mu_0p01,7,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p01_seed_7_rounds.csv,1777513263.0515761
fedprox_natural,fedprox_mu_0p01,11,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p01_seed_11_rounds.csv,1777513292.6735559
fedprox_natural,fedprox_mu_0p01,19,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p01_seed_19_rounds.csv,1777513319.3423429
fedprox_natural,fedprox_mu_0p01,23,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p01_seed_23_rounds.csv,1777513353.883478
fedprox_natural,fedprox_mu_0p01,29,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p01_seed_29_rounds.csv,1777513373.116286
fedprox_natural,fedprox_mu_0p01,31,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p01_seed_31_rounds.csv,1777513413.652101
fedprox_natural,fedprox_mu_0p01,37,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p01_seed_37_rounds.csv,1777513426.384265
fedprox_natural,fedprox_mu_0p01,41,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p01_seed_41_rounds.csv,1777513450.897156
fedprox_natural,fedprox_mu_0p01,43,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p01_seed_43_rounds.csv,1777513484.0501819
fedprox_natural,fedprox_mu_0p01,47,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p01_seed_47_rounds.csv,1777513507.678772
fedprox_natural,fedprox_mu_0p1,7,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p1_seed_7_rounds.csv,1777513523.7182488
fedprox_natural,fedprox_mu_0p1,11,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p1_seed_11_rounds.csv,1777513542.774276
fedprox_natural,fedprox_mu_0p1,19,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p1_seed_19_rounds.csv,1777513569.017604
fedprox_natural,fedprox_mu_0p1,23,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p1_seed_23_rounds.csv,1777513582.918705
fedprox_natural,fedprox_mu_0p1,29,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p1_seed_29_rounds.csv,1777513599.6276631
fedprox_natural,fedprox_mu_0p1,31,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p1_seed_31_rounds.csv,1777513626.305781
fedprox_natural,fedprox_mu_0p1,37,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p1_seed_37_rounds.csv,1777513648.4476988
fedprox_natural,fedprox_mu_0p1,41,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p1_seed_41_rounds.csv,1777513672.5558772
fedprox_natural,fedprox_mu_0p1,43,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p1_seed_43_rounds.csv,1777513687.599591
fedprox_natural,fedprox_mu_0p1,47,done,outputs/full_mimic_iv_proposal_alignment/raw/fedprox_mu_0p1_seed_47_rounds.csv,1777513697.3768902
logreg_controls,logreg_fedavg,7,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedavg_seed_7_rounds.csv,1777513717.630971
logreg_controls,logreg_cvar_0.5,7,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.5_seed_7_rounds.csv,1777513737.058965
logreg_controls,logreg_cvar_0.75,7,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.75_seed_7_rounds.csv,1777513756.364058
logreg_controls,logreg_cvar_0.9,7,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.9_seed_7_rounds.csv,1777513778.4847
logreg_controls,logreg_cvar_0.95,7,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.95_seed_7_rounds.csv,1777513800.243594
logreg_controls,logreg_fedprox_mu_0p0,7,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p0_seed_7_rounds.csv,1777513822.751894
logreg_controls,logreg_fedprox_mu_0p001,7,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p001_seed_7_rounds.csv,1777513855.758959
logreg_controls,logreg_fedprox_mu_0p01,7,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p01_seed_7_rounds.csv,1777513886.5553138
logreg_controls,logreg_fedprox_mu_0p1,7,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p1_seed_7_rounds.csv,1777513918.1470542
logreg_controls,logreg_fedavg,11,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedavg_seed_11_rounds.csv,1777513944.546635
logreg_controls,logreg_cvar_0.5,11,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.5_seed_11_rounds.csv,1777513972.518861
logreg_controls,logreg_cvar_0.75,11,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.75_seed_11_rounds.csv,1777513991.909492
logreg_controls,logreg_cvar_0.9,11,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.9_seed_11_rounds.csv,1777514016.924284
logreg_controls,logreg_cvar_0.95,11,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.95_seed_11_rounds.csv,1777514043.200649
logreg_controls,logreg_fedprox_mu_0p0,11,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p0_seed_11_rounds.csv,1777514070.13069
logreg_controls,logreg_fedprox_mu_0p001,11,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p001_seed_11_rounds.csv,1777514099.5502841
logreg_controls,logreg_fedprox_mu_0p01,11,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p01_seed_11_rounds.csv,1777514126.560549
logreg_controls,logreg_fedprox_mu_0p1,11,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p1_seed_11_rounds.csv,1777514150.638932
logreg_controls,logreg_fedavg,19,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedavg_seed_19_rounds.csv,1777514170.691871
logreg_controls,logreg_cvar_0.5,19,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.5_seed_19_rounds.csv,1777514193.4886951
logreg_controls,logreg_cvar_0.75,19,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.75_seed_19_rounds.csv,1777514222.422598
logreg_controls,logreg_cvar_0.9,19,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.9_seed_19_rounds.csv,1777514250.863198
logreg_controls,logreg_cvar_0.95,19,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.95_seed_19_rounds.csv,1777514279.548692
logreg_controls,logreg_fedprox_mu_0p0,19,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p0_seed_19_rounds.csv,1777514308.4418209
logreg_controls,logreg_fedprox_mu_0p001,19,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p001_seed_19_rounds.csv,1777514340.2863731
logreg_controls,logreg_fedprox_mu_0p01,19,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p01_seed_19_rounds.csv,1777514372.963465
logreg_controls,logreg_fedprox_mu_0p1,19,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p1_seed_19_rounds.csv,1777514405.591158
logreg_controls,logreg_fedavg,23,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedavg_seed_23_rounds.csv,1777514435.369334
logreg_controls,logreg_cvar_0.5,23,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.5_seed_23_rounds.csv,1777514465.1917021
logreg_controls,logreg_cvar_0.75,23,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.75_seed_23_rounds.csv,1777514495.274624
logreg_controls,logreg_cvar_0.9,23,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.9_seed_23_rounds.csv,1777514523.5446
logreg_controls,logreg_cvar_0.95,23,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.95_seed_23_rounds.csv,1777514551.589688
logreg_controls,logreg_fedprox_mu_0p0,23,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p0_seed_23_rounds.csv,1777514580.001003
logreg_controls,logreg_fedprox_mu_0p001,23,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p001_seed_23_rounds.csv,1777514611.76971
logreg_controls,logreg_fedprox_mu_0p01,23,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p01_seed_23_rounds.csv,1777514643.975936
logreg_controls,logreg_fedprox_mu_0p1,23,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p1_seed_23_rounds.csv,1777514676.144054
logreg_controls,logreg_fedavg,29,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedavg_seed_29_rounds.csv,1777514703.6806242
logreg_controls,logreg_cvar_0.5,29,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.5_seed_29_rounds.csv,1777514731.1502872
logreg_controls,logreg_cvar_0.75,29,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.75_seed_29_rounds.csv,1777514758.804855
logreg_controls,logreg_cvar_0.9,29,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.9_seed_29_rounds.csv,1777514786.195513
logreg_controls,logreg_cvar_0.95,29,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.95_seed_29_rounds.csv,1777514813.7881348
logreg_controls,logreg_fedprox_mu_0p0,29,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p0_seed_29_rounds.csv,1777514841.3336651
logreg_controls,logreg_fedprox_mu_0p001,29,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p001_seed_29_rounds.csv,1777514872.127192
logreg_controls,logreg_fedprox_mu_0p01,29,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p01_seed_29_rounds.csv,1777514903.256691
logreg_controls,logreg_fedprox_mu_0p1,29,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p1_seed_29_rounds.csv,1777514934.1519308
logreg_controls,logreg_fedavg,31,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedavg_seed_31_rounds.csv,1777514961.496537
logreg_controls,logreg_cvar_0.5,31,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.5_seed_31_rounds.csv,1777514989.572212
logreg_controls,logreg_cvar_0.75,31,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.75_seed_31_rounds.csv,1777515017.4870179
logreg_controls,logreg_cvar_0.9,31,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.9_seed_31_rounds.csv,1777515045.6578538
logreg_controls,logreg_cvar_0.95,31,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.95_seed_31_rounds.csv,1777515073.9349818
logreg_controls,logreg_fedprox_mu_0p0,31,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p0_seed_31_rounds.csv,1777515101.951243
logreg_controls,logreg_fedprox_mu_0p001,31,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p001_seed_31_rounds.csv,1777515133.165256
logreg_controls,logreg_fedprox_mu_0p01,31,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p01_seed_31_rounds.csv,1777515164.3760262
logreg_controls,logreg_fedprox_mu_0p1,31,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p1_seed_31_rounds.csv,1777515195.877559
logreg_controls,logreg_fedavg,37,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedavg_seed_37_rounds.csv,1777515220.311693
logreg_controls,logreg_cvar_0.5,37,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.5_seed_37_rounds.csv,1777515244.364179
logreg_controls,logreg_cvar_0.75,37,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.75_seed_37_rounds.csv,1777515263.293115
logreg_controls,logreg_cvar_0.9,37,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.9_seed_37_rounds.csv,1777515282.1572201
logreg_controls,logreg_cvar_0.95,37,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.95_seed_37_rounds.csv,1777515300.916903
logreg_controls,logreg_fedprox_mu_0p0,37,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p0_seed_37_rounds.csv,1777515325.642339
logreg_controls,logreg_fedprox_mu_0p001,37,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p001_seed_37_rounds.csv,1777515352.760746
logreg_controls,logreg_fedprox_mu_0p01,37,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p01_seed_37_rounds.csv,1777515373.085829
logreg_controls,logreg_fedprox_mu_0p1,37,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p1_seed_37_rounds.csv,1777515394.703852
logreg_controls,logreg_fedavg,41,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedavg_seed_41_rounds.csv,1777515420.9699929
logreg_controls,logreg_cvar_0.5,41,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.5_seed_41_rounds.csv,1777515445.0418692
logreg_controls,logreg_cvar_0.75,41,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.75_seed_41_rounds.csv,1777515469.929908
logreg_controls,logreg_cvar_0.9,41,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.9_seed_41_rounds.csv,1777515494.638957
logreg_controls,logreg_cvar_0.95,41,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.95_seed_41_rounds.csv,1777515521.161372
logreg_controls,logreg_fedprox_mu_0p0,41,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p0_seed_41_rounds.csv,1777515548.259775
logreg_controls,logreg_fedprox_mu_0p001,41,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p001_seed_41_rounds.csv,1777515577.19269
logreg_controls,logreg_fedprox_mu_0p01,41,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p01_seed_41_rounds.csv,1777515605.798094
logreg_controls,logreg_fedprox_mu_0p1,41,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p1_seed_41_rounds.csv,1777515635.97101
logreg_controls,logreg_fedavg,43,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedavg_seed_43_rounds.csv,1777515663.66942
logreg_controls,logreg_cvar_0.5,43,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.5_seed_43_rounds.csv,1777515690.4468899
logreg_controls,logreg_cvar_0.75,43,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.75_seed_43_rounds.csv,1777515717.1388621
logreg_controls,logreg_cvar_0.9,43,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.9_seed_43_rounds.csv,1777515743.573282
logreg_controls,logreg_cvar_0.95,43,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.95_seed_43_rounds.csv,1777515770.001497
logreg_controls,logreg_fedprox_mu_0p0,43,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p0_seed_43_rounds.csv,1777515796.395146
logreg_controls,logreg_fedprox_mu_0p001,43,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p001_seed_43_rounds.csv,1777515825.715456
logreg_controls,logreg_fedprox_mu_0p01,43,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p01_seed_43_rounds.csv,1777515855.228147
logreg_controls,logreg_fedprox_mu_0p1,43,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p1_seed_43_rounds.csv,1777515885.182284
logreg_controls,logreg_fedavg,47,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedavg_seed_47_rounds.csv,1777515913.939947
logreg_controls,logreg_cvar_0.5,47,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.5_seed_47_rounds.csv,1777515940.109494
logreg_controls,logreg_cvar_0.75,47,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.75_seed_47_rounds.csv,1777515968.970877
logreg_controls,logreg_cvar_0.9,47,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.9_seed_47_rounds.csv,1777515998.165142
logreg_controls,logreg_cvar_0.95,47,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_cvar_0.95_seed_47_rounds.csv,1777516026.667407
logreg_controls,logreg_fedprox_mu_0p0,47,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p0_seed_47_rounds.csv,1777516054.6907148
logreg_controls,logreg_fedprox_mu_0p001,47,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p001_seed_47_rounds.csv,1777516086.458827
logreg_controls,logreg_fedprox_mu_0p01,47,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p01_seed_47_rounds.csv,1777516118.159743
logreg_controls,logreg_fedprox_mu_0p1,47,done,outputs/full_mimic_iv_proposal_alignment/raw/logreg_fedprox_mu_0p1_seed_47_rounds.csv,1777516147.9228811
dirichlet_study,dirichlet_beta_0p1_fedavg,7,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedavg_seed_7_rounds.csv,1777516157.396755
dirichlet_study,dirichlet_beta_0p1_fedprox,7,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedprox_seed_7_rounds.csv,1777516166.214587
dirichlet_study,dirichlet_beta_0p1_cvar_0.9,7,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_cvar_0.9_seed_7_rounds.csv,1777516174.315901
dirichlet_study,dirichlet_beta_0p1_fedavg,11,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedavg_seed_11_rounds.csv,1777516183.777465
dirichlet_study,dirichlet_beta_0p1_fedprox,11,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedprox_seed_11_rounds.csv,1777516191.618538
dirichlet_study,dirichlet_beta_0p1_cvar_0.9,11,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_cvar_0.9_seed_11_rounds.csv,1777516198.953046
dirichlet_study,dirichlet_beta_0p1_fedavg,19,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedavg_seed_19_rounds.csv,1777516207.850128
dirichlet_study,dirichlet_beta_0p1_fedprox,19,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedprox_seed_19_rounds.csv,1777516216.175919
dirichlet_study,dirichlet_beta_0p1_cvar_0.9,19,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_cvar_0.9_seed_19_rounds.csv,1777516223.3283799
dirichlet_study,dirichlet_beta_0p1_fedavg,23,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedavg_seed_23_rounds.csv,1777516233.56494
dirichlet_study,dirichlet_beta_0p1_fedprox,23,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedprox_seed_23_rounds.csv,1777516242.6808069
dirichlet_study,dirichlet_beta_0p1_cvar_0.9,23,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_cvar_0.9_seed_23_rounds.csv,1777516251.276074
dirichlet_study,dirichlet_beta_0p1_fedavg,29,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedavg_seed_29_rounds.csv,1777516258.521916
dirichlet_study,dirichlet_beta_0p1_fedprox,29,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedprox_seed_29_rounds.csv,1777516264.5445418
dirichlet_study,dirichlet_beta_0p1_cvar_0.9,29,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_cvar_0.9_seed_29_rounds.csv,1777516270.067908
dirichlet_study,dirichlet_beta_0p1_fedavg,31,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedavg_seed_31_rounds.csv,1777516280.011459
dirichlet_study,dirichlet_beta_0p1_fedprox,31,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedprox_seed_31_rounds.csv,1777516288.628235
dirichlet_study,dirichlet_beta_0p1_cvar_0.9,31,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_cvar_0.9_seed_31_rounds.csv,1777516296.4131021
dirichlet_study,dirichlet_beta_0p1_fedavg,37,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedavg_seed_37_rounds.csv,1777516304.387906
dirichlet_study,dirichlet_beta_0p1_fedprox,37,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedprox_seed_37_rounds.csv,1777516311.042839
dirichlet_study,dirichlet_beta_0p1_cvar_0.9,37,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_cvar_0.9_seed_37_rounds.csv,1777516316.967584
dirichlet_study,dirichlet_beta_0p1_fedavg,41,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedavg_seed_41_rounds.csv,1777516325.948928
dirichlet_study,dirichlet_beta_0p1_fedprox,41,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedprox_seed_41_rounds.csv,1777516333.7747562
dirichlet_study,dirichlet_beta_0p1_cvar_0.9,41,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_cvar_0.9_seed_41_rounds.csv,1777516341.412118
dirichlet_study,dirichlet_beta_0p1_fedavg,43,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedavg_seed_43_rounds.csv,1777516353.8530219
dirichlet_study,dirichlet_beta_0p1_fedprox,43,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedprox_seed_43_rounds.csv,1777516366.0767722
dirichlet_study,dirichlet_beta_0p1_cvar_0.9,43,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_cvar_0.9_seed_43_rounds.csv,1777516376.995276
dirichlet_study,dirichlet_beta_0p1_fedavg,47,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedavg_seed_47_rounds.csv,1777516388.646676
dirichlet_study,dirichlet_beta_0p1_fedprox,47,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_fedprox_seed_47_rounds.csv,1777516399.696347
dirichlet_study,dirichlet_beta_0p1_cvar_0.9,47,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p1_cvar_0.9_seed_47_rounds.csv,1777516409.768821
dirichlet_study,dirichlet_beta_0p5_fedavg,7,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedavg_seed_7_rounds.csv,1777516427.135562
dirichlet_study,dirichlet_beta_0p5_fedprox,7,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedprox_seed_7_rounds.csv,1777516442.587699
dirichlet_study,dirichlet_beta_0p5_fedavg,11,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedavg_seed_11_rounds.csv,1777516459.157086
dirichlet_study,dirichlet_beta_0p5_fedprox,11,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedprox_seed_11_rounds.csv,1777516473.5881338
dirichlet_study,dirichlet_beta_0p5_fedavg,19,done,outputs/full_mimic_iv_proposal_alignment/raw/dirichlet_beta_0p5_fedavg_seed_19_rounds.csv,1777516499.120776
